@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
171,'2025/11/15 19:22:02:196',1,0.233627,0.194283,0.280804,0.255952,0.292828,0.281299,0.389507,0.253388,0.436246,0.250035,0.471593,0.264066,0.589289,0.268304,0.656831,0.265829,0.720853,0.200577,0.464117,0.182208,0.591934,0.168015,0.669492,0.150457,0.73848,0.161155,0.42231,0.134441,0.49927,0.174254,0.432,0.204449,0.379182,0.1341,0.356217,0,0,0.130986,0.384128,0.168537,0.340644,0.334852,1
172,'2025/11/15 19:22:02:201',1,0.231443,0.188634,0.278256,0.245759,0.296391,0.296906,0.396153,0.273758,0.45674,0.249295,0.470113,0.263884,0.58799,0.269408,0.654763,0.268428,0.718704,0.201301,0.464013,0.184294,0.591957,0.169978,0.670558,0.15371,0.741006,0.161755,0.423665,0.129463,0.503999,0.163637,0.444108,0.193289,0.395127,0.134183,0.359829,0,0,0.12825,0.37842,0.163778,0.331799,0.327458,1
173,'2025/11/15 19:22:02:247',1,0.227655,0.178083,0.276421,0.232727,0.296352,0.302059,0.389304,0.290481,0.456826,0.251534,0.466341,0.266682,0.584852,0.272098,0.651523,0.271321,0.714738,0.202218,0.461271,0.185525,0.590623,0.172679,0.670213,0.1583,0.741409,0.162513,0.418898,0.130573,0.499636,0.164078,0.440119,0.193838,0.391631,0.133967,0.352392,0,0,0.126282,0.374645,0.15906,0.32534,0.315563,1
174,'2025/11/15 19:22:02:269',1,0.221238,0.166653,0.273884,0.226412,0.295098,0.308142,0.381821,0.322134,0.44889,0.248963,0.462256,0.265824,0.576499,0.272005,0.644737,0.271157,0.709002,0.199218,0.457623,0.179461,0.584153,0.165972,0.66324,0.151456,0.7337,0.161335,0.414094,0.127878,0.493,0.160663,0.436665,0.189595,0.388637,0.133915,0.346187,0,0,0.124586,0.369567,0.156613,0.324338,0.307649,1
175,'2025/11/15 19:22:02:338',1,0.221148,0.158908,0.2759,0.222563,0.298357,0.317061,0.382433,0.340018,0.44556,0.246071,0.456645,0.263739,0.569122,0.271518,0.637023,0.271386,0.701613,0.197467,0.451027,0.179519,0.577606,0.166119,0.657928,0.149423,0.729483,0.159769,0.40711,0.12509,0.488288,0.158185,0.433092,0.186469,0.386275,0.131596,0.340054,0,0,0.121179,0.365915,0.152668,0.321371,0.308737,1
176,'2025/11/15 19:22:02:343',1,0.22234,0.158402,0.2758,0.222735,0.298653,0.321351,0.374555,0.350666,0.429313,0.24797,0.454356,0.265272,0.565762,0.272729,0.632787,0.272966,0.696612,0.198075,0.449672,0.180741,0.575684,0.168246,0.655583,0.151974,0.726581,0.159189,0.406671,0.123619,0.48412,0.153973,0.433915,0.179637,0.389483,0.130443,0.339442,0,0,0.119157,0.359968,0.149445,0.315436,0.307177,1
177,'2025/11/15 19:22:02:403',1,0.224335,0.160845,0.276501,0.224097,0.299381,0.325405,0.36715,0.359316,0.414472,0.246316,0.452469,0.264424,0.563019,0.273174,0.629228,0.273982,0.692824,0.195929,0.447044,0.179374,0.573421,0.168211,0.652385,0.15278,0.722332,0.157581,0.402188,0.11955,0.485292,0.151766,0.438924,0.179318,0.395698,0.130112,0.333084,0,0,0.118497,0.357704,0.149934,0.316894,0.304615,1
178,'2025/11/15 19:22:02:408',1,0.220735,0.161475,0.273429,0.224918,0.299583,0.327389,0.366366,0.362801,0.40941,0.243893,0.450675,0.261989,0.561658,0.270353,0.627466,0.272275,0.690698,0.194295,0.447258,0.177668,0.572721,0.164652,0.649329,0.14903,0.717955,0.156678,0.405259,0.118156,0.484028,0.141406,0.443303,0.16371,0.405236,0.131218,0.338064,0,0,0.118496,0.35028,0.148475,0.309014,0.305583,1
179,'2025/11/15 19:22:02:453',1,0.221407,0.158126,0.273299,0.222373,0.298536,0.32626,0.364642,0.361281,0.409325,0.242732,0.448545,0.259692,0.559738,0.268357,0.626552,0.269917,0.690545,0.193567,0.444854,0.176086,0.57043,0.16341,0.64766,0.148444,0.716852,0.157123,0.402521,0.116022,0.480939,0.138584,0.443782,0.161237,0.409669,0.133131,0.335026,0,0,0.117165,0.3501,0.146524,0.309073,0.304043,1
180,'2025/11/15 19:22:02:463',1,0.219913,0.158639,0.271585,0.221122,0.296305,0.323962,0.360495,0.357762,0.406808,0.242111,0.447731,0.259565,0.559341,0.269037,0.6265,0.270312,0.691074,0.192706,0.444596,0.176621,0.570094,0.164258,0.647843,0.148424,0.717259,0.155878,0.40272,0.116211,0.479543,0.140024,0.438835,0.162296,0.401629,0.131067,0.336294,0,0,0.117816,0.351051,0.147658,0.309659,0.300408,1
181,'2025/11/15 19:22:02:523',1,0.220019,0.160802,0.271276,0.223342,0.294985,0.322452,0.35914,0.356627,0.404801,0.241801,0.447225,0.260278,0.558592,0.269483,0.625705,0.2705,0.690383,0.192571,0.443802,0.176959,0.568793,0.164515,0.647371,0.147877,0.717832,0.155444,0.401885,0.117395,0.479065,0.142806,0.434463,0.165664,0.395067,0.129816,0.334446,0,0,0.117007,0.350897,0.147286,0.308683,0.300751,1
182,'2025/11/15 19:22:02:531',1,0.220774,0.162589,0.274117,0.224303,0.297721,0.323804,0.359977,0.356829,0.406196,0.243426,0.449298,0.261807,0.560323,0.270043,0.62749,0.2695,0.691874,0.193647,0.444864,0.177357,0.568902,0.164642,0.647094,0.148114,0.717446,0.156358,0.401672,0.118595,0.4804,0.14732,0.432877,0.17351,0.392359,0.130679,0.333471,0,0,0.116156,0.35223,0.145753,0.30855,0.302129,1
183,'2025/11/15 19:22:02:581',1,0.219812,0.163637,0.273232,0.224561,0.297472,0.323786,0.359267,0.356257,0.406769,0.243014,0.4499,0.261763,0.560954,0.27003,0.628065,0.26955,0.692423,0.193557,0.446076,0.176804,0.569553,0.163896,0.647411,0.14717,0.717583,0.156512,0.403391,0.118434,0.480421,0.148441,0.430252,0.17583,0.388204,0.130678,0.33549,0,0,0.117539,0.351184,0.148239,0.306887,0.300743,1
184,'2025/11/15 19:22:02:634',1,0.220102,0.162576,0.272926,0.22348,0.297088,0.323932,0.358674,0.356891,0.405534,0.243202,0.449592,0.261535,0.560984,0.269963,0.628421,0.270376,0.692692,0.193851,0.445366,0.176975,0.568935,0.163596,0.647234,0.146598,0.717334,0.156908,0.402738,0.118989,0.477334,0.148346,0.428372,0.174963,0.387282,0.131065,0.33509,0,0,0.117611,0.35124,0.148608,0.307359,0.300771,1
185,'2025/11/15 19:22:02:639',1,0.219835,0.160047,0.27324,0.221082,0.297705,0.324626,0.356918,0.357384,0.402632,0.243592,0.448616,0.261734,0.560784,0.269803,0.628696,0.269875,0.693101,0.194565,0.443996,0.177612,0.568616,0.163851,0.647409,0.146836,0.717706,0.157594,0.401103,0.119413,0.478522,0.149403,0.428437,0.1765,0.385981,0.13137,0.333335,0,0,0.118207,0.350014,0.14944,0.305646,0.299413,1
186,'2025/11/15 19:22:02:681',1,0.219841,0.158937,0.272487,0.220213,0.297122,0.324761,0.354554,0.358622,0.399237,0.243035,0.448516,0.261609,0.559718,0.269655,0.627404,0.269922,0.69258,0.193961,0.443753,0.177503,0.56749,0.16413,0.64678,0.147243,0.718044,0.156502,0.400634,0.118807,0.475955,0.149927,0.426065,0.177843,0.383581,0.130194,0.333439,0,0,0.117731,0.350153,0.149551,0.306612,0.297348,1
187,'2025/11/15 19:22:02:707',1,0.219872,0.158757,0.272285,0.219316,0.296398,0.323982,0.35292,0.357665,0.398662,0.242926,0.44622,0.261698,0.558271,0.270235,0.626555,0.270349,0.691737,0.193973,0.441964,0.177415,0.567523,0.164227,0.646472,0.147243,0.716814,0.156726,0.399398,0.119309,0.47533,0.151368,0.424067,0.179804,0.380831,0.130877,0.332596,0,0,0.11826,0.350632,0.150127,0.305821,0.296509,1
188,'2025/11/15 19:22:02:757',1,0.220387,0.157722,0.272686,0.219732,0.296223,0.323874,0.352922,0.357593,0.39826,0.243204,0.446742,0.262144,0.558441,0.269986,0.62644,0.269708,0.691837,0.194053,0.442417,0.177484,0.567348,0.164242,0.646446,0.147372,0.717011,0.156843,0.399338,0.119178,0.475486,0.151489,0.423788,0.180154,0.380348,0.130706,0.331967,0,0,0.117272,0.351273,0.149006,0.306438,0.29737,1
189,'2025/11/15 19:22:02:765',1,0.220295,0.158451,0.272522,0.220204,0.296289,0.323645,0.35238,0.356977,0.398742,0.24383,0.447376,0.262174,0.559511,0.270314,0.627729,0.269639,0.693108,0.194381,0.443164,0.177657,0.568349,0.164301,0.647719,0.146988,0.718307,0.156897,0.400586,0.119153,0.475927,0.151511,0.422993,0.179996,0.378763,0.130553,0.333452,0,0,0.117226,0.350945,0.148941,0.305577,0.297167,1
190,'2025/11/15 19:22:02:815',1,0.220998,0.158834,0.272697,0.219912,0.295928,0.321663,0.349335,0.353153,0.397897,0.244308,0.447737,0.262645,0.560081,0.270571,0.62803,0.26996,0.693902,0.195344,0.443736,0.179267,0.569795,0.166009,0.649472,0.147928,0.72013,0.157488,0.400502,0.121736,0.478356,0.157144,0.419264,0.187045,0.369808,0.130567,0.332642,0,0,0.118254,0.354974,0.151292,0.309699,0.294425,1
191,'2025/11/15 19:22:02:866',1,0.222704,0.157503,0.272189,0.217426,0.290962,0.308715,0.351318,0.334056,0.403481,0.245038,0.449445,0.265388,0.561624,0.273802,0.628394,0.272903,0.693787,0.196271,0.443864,0.182132,0.5698,0.169077,0.649108,0.151159,0.721819,0.1584,0.399625,0.130704,0.474441,0.168423,0.409254,0.19823,0.357329,0.13114,0.330651,0,0,0.125146,0.354439,0.159074,0.309641,0.291896,1
192,'2025/11/15 19:22:02:871',1,0.223395,0.169098,0.272255,0.222312,0.288696,0.293904,0.349845,0.289904,0.408784,0.249159,0.453019,0.266406,0.564469,0.275606,0.628805,0.277237,0.691522,0.200879,0.448233,0.183194,0.574912,0.171489,0.650193,0.156376,0.71824,0.162946,0.406492,0.140473,0.476629,0.179568,0.406689,0.209135,0.351878,0.136236,0.340072,0,0,0.135377,0.36236,0.170185,0.317921,0.292071,1
193,'2025/11/15 19:22:02:924',1,0.22584,0.166483,0.275103,0.216995,0.288305,0.27416,0.346255,0.251602,0.404774,0.25152,0.452479,0.267714,0.564031,0.275635,0.629189,0.2762,0.691432,0.202634,0.448126,0.187837,0.573962,0.175836,0.650269,0.161189,0.718142,0.164509,0.407564,0.143989,0.475756,0.181678,0.403395,0.210851,0.348497,0.137889,0.341672,0,0,0.137985,0.366001,0.174426,0.319857,0.289843,1
194,'2025/11/15 19:22:02:938',1,0.230674,0.167406,0.279654,0.22553,0.289514,0.257362,0.356538,0.217228,0.398825,0.253593,0.452498,0.267479,0.566246,0.27495,0.632169,0.276558,0.693394,0.204223,0.445432,0.188702,0.571361,0.17845,0.650223,0.165555,0.720616,0.165342,0.404545,0.147802,0.472417,0.183618,0.400314,0.208985,0.345461,0.137938,0.339638,0,0,0.140357,0.371733,0.176645,0.327781,0.305586,1
195,'2025/11/15 19:22:02:963',1,0.228171,0.166829,0.277719,0.218603,0.291086,0.254272,0.347798,0.208018,0.387037,0.257885,0.450774,0.26995,0.563097,0.276469,0.629301,0.278493,0.691935,0.207102,0.446001,0.191122,0.570413,0.179615,0.648103,0.166859,0.718552,0.168198,0.405981,0.150223,0.473261,0.182395,0.40088,0.204645,0.345498,0.140953,0.340987,0,0,0.143321,0.372517,0.178639,0.326748,0.296765,1
196,'2025/11/15 19:22:03:009',1,0.228664,0.170804,0.277266,0.22531,0.28759,0.243703,0.354278,0.195293,0.393824,0.256731,0.45555,0.270186,0.565752,0.277027,0.631908,0.279096,0.69283,0.207095,0.449643,0.190214,0.571716,0.180062,0.649397,0.168271,0.718402,0.167486,0.408728,0.15284,0.469368,0.187264,0.40152,0.209174,0.349713,0.139491,0.344835,0,0,0.146422,0.371387,0.182105,0.325546,0.30577,1
197,'2025/11/15 19:22:03:042',1,0.227751,0.16915,0.276909,0.223318,0.286629,0.24021,0.355921,0.191227,0.395511,0.256059,0.456174,0.270306,0.567094,0.276861,0.633011,0.278692,0.693693,0.206189,0.450596,0.189766,0.572611,0.179748,0.649581,0.168065,0.71887,0.167163,0.409246,0.151413,0.47361,0.184813,0.402178,0.205158,0.349712,0.139796,0.34468,0,0,0.145774,0.373053,0.181062,0.325405,0.306953,1
198,'2025/11/15 19:22:03:095',1,0.227419,0.167105,0.276921,0.221931,0.28617,0.239507,0.355348,0.189714,0.393637,0.255175,0.457259,0.269774,0.567236,0.276839,0.633015,0.278843,0.692932,0.205703,0.451402,0.189504,0.574446,0.17975,0.651252,0.168207,0.719354,0.167261,0.409551,0.152305,0.475127,0.184299,0.402764,0.203555,0.349105,0.140562,0.343636,0,0,0.145889,0.375265,0.180553,0.328512,0.305515,1
199,'2025/11/15 19:22:03:100',1,0.227621,0.166946,0.277717,0.223197,0.28649,0.238779,0.355451,0.18921,0.394213,0.256058,0.457574,0.270923,0.567218,0.277781,0.63289,0.279186,0.692606,0.206612,0.45198,0.190672,0.575785,0.180555,0.652598,0.168465,0.72049,0.168291,0.410045,0.152093,0.477492,0.183588,0.408239,0.203087,0.35545,0.141597,0.344473,0,0,0.146861,0.375695,0.181698,0.330531,0.306116,1
200,'2025/11/15 19:22:03:149',1,0.227856,0.168172,0.277584,0.224276,0.287335,0.238094,0.356135,0.187751,0.393108,0.255755,0.455278,0.270661,0.564703,0.277008,0.63093,0.278898,0.69133,0.206633,0.450201,0.190301,0.574404,0.180015,0.651589,0.167924,0.719455,0.168166,0.409485,0.153412,0.47577,0.184477,0.408633,0.202988,0.356162,0.141254,0.345685,0,0,0.147541,0.376167,0.182131,0.331579,0.307042,1
201,'2025/11/15 19:22:03:174',1,0.229183,0.169066,0.278024,0.224479,0.287158,0.239037,0.355469,0.189442,0.392113,0.255368,0.456696,0.270258,0.566459,0.277117,0.632502,0.278905,0.692201,0.206599,0.450804,0.189266,0.574325,0.179526,0.651886,0.168058,0.71944,0.16869,0.40909,0.153963,0.474015,0.185849,0.407037,0.205012,0.355255,0.142261,0.345153,0,0,0.14884,0.37483,0.18332,0.3304,0.307644,1
202,'2025/11/15 19:22:03:223',1,0.230207,0.169473,0.27871,0.225225,0.287735,0.239728,0.357139,0.188952,0.391561,0.255337,0.4565,0.270322,0.566773,0.276811,0.633345,0.278632,0.693244,0.206838,0.45022,0.189581,0.573953,0.179924,0.652292,0.168466,0.719976,0.168812,0.40865,0.154946,0.471671,0.187225,0.403476,0.206166,0.350961,0.142358,0.344989,0,0,0.149294,0.374745,0.183665,0.329725,0.308846,1
203,'2025/11/15 19:22:03:234',1,0.230064,0.169729,0.27854,0.224809,0.288145,0.239876,0.35821,0.188958,0.39134,0.255001,0.456811,0.268889,0.567142,0.275156,0.633426,0.276785,0.693018,0.206377,0.450901,0.188603,0.573637,0.179345,0.652229,0.168883,0.719618,0.168482,0.410069,0.156496,0.470445,0.188825,0.402075,0.207578,0.34971,0.141996,0.347905,0,0,0.151221,0.373179,0.185389,0.327939,0.310306,1
204,'2025/11/15 19:22:03:293',1,0.229602,0.170854,0.27883,0.226057,0.289142,0.240143,0.356524,0.189155,0.38862,0.254919,0.456147,0.268671,0.56683,0.274505,0.633457,0.275382,0.693233,0.206352,0.450176,0.188806,0.573254,0.178988,0.651678,0.167971,0.718967,0.168495,0.409787,0.156488,0.47214,0.188461,0.404296,0.20686,0.352419,0.141899,0.347858,0,0,0.15089,0.373546,0.185664,0.3294,0.310212,1
205,'2025/11/15 19:22:03:337',1,0.228994,0.171955,0.277953,0.226372,0.287909,0.239324,0.357275,0.188335,0.390222,0.253913,0.457354,0.268035,0.568069,0.274282,0.634129,0.275602,0.693149,0.205548,0.451276,0.187395,0.573336,0.177516,0.651672,0.166464,0.718468,0.16778,0.411346,0.157041,0.469534,0.189625,0.402461,0.20874,0.350867,0.141508,0.350434,0,0,0.151593,0.372739,0.185844,0.328653,0.311029,1
206,'2025/11/15 19:22:03:342',1,0.230475,0.171976,0.279553,0.227286,0.288513,0.241045,0.35605,0.191137,0.389217,0.254089,0.456869,0.267757,0.567314,0.273533,0.634091,0.274734,0.693883,0.205718,0.45004,0.187424,0.572931,0.177116,0.65171,0.165463,0.719174,0.168151,0.409022,0.155834,0.469581,0.189916,0.402906,0.210058,0.351366,0.141936,0.346611,0,0,0.150283,0.375463,0.18547,0.332109,0.310284,1
207,'2025/11/15 19:22:03:363',1,0.229521,0.17211,0.278884,0.227012,0.287837,0.241262,0.355612,0.191636,0.389296,0.254302,0.456587,0.267713,0.567615,0.273481,0.634582,0.274338,0.694926,0.20574,0.450204,0.187566,0.572316,0.176504,0.651264,0.164471,0.719163,0.167848,0.409241,0.154804,0.470744,0.188402,0.403823,0.208813,0.352255,0.14158,0.347018,0,0,0.149873,0.374812,0.185451,0.331585,0.309213,1
208,'2025/11/15 19:22:03:433',1,0.229964,0.171084,0.279762,0.227417,0.287896,0.241494,0.355775,0.192579,0.387935,0.253655,0.45649,0.26731,0.568515,0.27356,0.63623,0.273923,0.696667,0.205461,0.449096,0.186972,0.572278,0.175693,0.651147,0.162909,0.718873,0.168093,0.407636,0.15416,0.4705,0.188502,0.405268,0.209679,0.354062,0.142435,0.344695,0,0,0.14938,0.375346,0.185258,0.333893,0.310123,1
209,'2025/11/15 19:22:03:437',1,0.230217,0.172757,0.279549,0.228954,0.287801,0.24068,0.35749,0.190623,0.388256,0.254178,0.458319,0.267009,0.56951,0.272834,0.636615,0.273438,0.696603,0.205507,0.450867,0.186055,0.573329,0.174902,0.6522,0.162421,0.720082,0.168303,0.409144,0.15542,0.469353,0.189032,0.403713,0.208995,0.352934,0.142824,0.346829,0,0,0.150678,0.374102,0.185528,0.333192,0.312434,1
210,'2025/11/15 19:22:03:465',1,0.230815,0.172207,0.279338,0.229156,0.287941,0.240792,0.358037,0.190208,0.38958,0.254633,0.458358,0.267805,0.569029,0.273231,0.636573,0.27378,0.697056,0.206185,0.450924,0.187481,0.572444,0.175636,0.651352,0.16244,0.71962,0.16886,0.409213,0.155272,0.469704,0.188875,0.403922,0.209143,0.353477,0.14295,0.346439,0,0,0.149599,0.375782,0.184996,0.334102,0.312146,1
211,'2025/11/15 19:22:03:537',1,0.229749,0.173233,0.279716,0.228504,0.289031,0.241906,0.357347,0.190729,0.388549,0.254611,0.458977,0.268104,0.569792,0.273889,0.637083,0.274483,0.69705,0.206331,0.452261,0.187594,0.574547,0.175916,0.653731,0.162731,0.722093,0.169564,0.410456,0.155633,0.473325,0.188528,0.405244,0.208333,0.353881,0.144305,0.346262,0,0,0.150446,0.375498,0.185592,0.33428,0.311047,1
212,'2025/11/15 19:22:03:543',1,0.230125,0.174011,0.279784,0.228871,0.289888,0.243333,0.356588,0.192997,0.389079,0.255189,0.458352,0.268907,0.569226,0.274389,0.63606,0.275231,0.696703,0.206797,0.451814,0.187857,0.573265,0.176564,0.652369,0.164358,0.721072,0.169721,0.410691,0.157264,0.473739,0.190382,0.407805,0.210449,0.356687,0.143999,0.347936,0,0,0.151474,0.377337,0.186321,0.335711,0.311093,1
213,'2025/11/15 19:22:03:590',1,0.23257,0.175517,0.281099,0.23045,0.289428,0.242463,0.357198,0.193278,0.390991,0.255551,0.459084,0.269433,0.57057,0.27517,0.637675,0.275319,0.698035,0.207169,0.451178,0.187665,0.573736,0.176391,0.652776,0.164081,0.720941,0.170169,0.409557,0.157631,0.471815,0.191565,0.406805,0.212362,0.356286,0.144517,0.348004,0,0,0.152607,0.375315,0.187892,0.332634,0.312483,1
214,'2025/11/15 19:22:03:599',1,0.231799,0.175221,0.281012,0.228705,0.291637,0.245221,0.357567,0.195397,0.389638,0.254507,0.458392,0.268393,0.57098,0.274255,0.638072,0.2746,0.698235,0.205766,0.45153,0.186776,0.5741,0.175988,0.653721,0.163985,0.721635,0.16835,0.410889,0.157352,0.468898,0.192145,0.404064,0.213216,0.353217,0.143286,0.350407,0,0,0.154238,0.371259,0.189715,0.328448,0.311653,1
215,'2025/11/15 19:22:03:642',1,0.232687,0.172912,0.281831,0.22713,0.292293,0.247073,0.35584,0.198006,0.387009,0.2558,0.457052,0.268124,0.569688,0.274223,0.636526,0.274821,0.69629,0.206801,0.450186,0.187864,0.572728,0.176705,0.652534,0.16426,0.719744,0.169182,0.409972,0.156955,0.468779,0.191539,0.404809,0.213242,0.354254,0.143665,0.349654,0,0,0.155248,0.368875,0.190527,0.326299,0.310266,1
216,'2025/11/15 19:22:03:689',1,0.231931,0.173069,0.281608,0.226927,0.292469,0.245062,0.357513,0.195,0.3896,0.255698,0.457844,0.268585,0.569637,0.273801,0.635898,0.274139,0.695516,0.206565,0.451268,0.186454,0.572785,0.17546,0.651441,0.163593,0.718447,0.168975,0.411278,0.158274,0.468648,0.192072,0.403904,0.212225,0.35342,0.143475,0.351345,0,0,0.155793,0.370467,0.19096,0.327489,0.310726,1
217,'2025/11/15 19:22:03:697',1,0.232594,0.173893,0.281718,0.227438,0.291056,0.243839,0.357463,0.194007,0.390003,0.256089,0.457488,0.269218,0.569438,0.274886,0.636167,0.275326,0.696225,0.206761,0.451317,0.186618,0.572628,0.175474,0.65127,0.163578,0.718516,0.16912,0.41104,0.157377,0.470314,0.191132,0.406134,0.21165,0.355872,0.143856,0.350821,0,0,0.155732,0.369591,0.190925,0.326945,0.311382,1
218,'2025/11/15 19:22:03:744',1,0.234033,0.175288,0.281909,0.229177,0.29193,0.244728,0.356665,0.194884,0.38964,0.256334,0.457585,0.269542,0.569613,0.275361,0.636828,0.276301,0.697531,0.207405,0.449946,0.187486,0.572126,0.176161,0.651233,0.163528,0.719785,0.170033,0.408289,0.156898,0.468784,0.191822,0.403665,0.212763,0.353182,0.144399,0.346449,0,0,0.153387,0.372487,0.189256,0.330151,0.310839,1
219,'2025/11/15 19:22:03:803',1,0.235146,0.174382,0.282526,0.229264,0.291518,0.245219,0.357336,0.195675,0.39121,0.257168,0.456676,0.270114,0.569483,0.275929,0.63706,0.276245,0.698014,0.208251,0.449371,0.189066,0.571519,0.177774,0.650708,0.164695,0.719575,0.170622,0.408441,0.156472,0.468454,0.191601,0.402745,0.213151,0.352702,0.145026,0.346411,0,0,0.153373,0.372322,0.189374,0.329082,0.310541,1
220,'2025/11/15 19:22:03:808',1,0.236259,0.172122,0.284155,0.228572,0.291941,0.245183,0.356408,0.195692,0.388871,0.256803,0.456473,0.269754,0.568038,0.276156,0.635887,0.277073,0.696985,0.208652,0.44784,0.190364,0.569741,0.179439,0.649481,0.166904,0.718917,0.17146,0.405976,0.157723,0.468108,0.192858,0.40151,0.214222,0.350535,0.146144,0.343218,0,0,0.153732,0.373557,0.189761,0.330806,0.311091,1
221,'2025/11/15 19:22:03:856',1,0.234986,0.172183,0.283167,0.230347,0.291495,0.245185,0.356122,0.197009,0.389085,0.257743,0.456333,0.27175,0.568317,0.278011,0.635944,0.278797,0.696787,0.209515,0.447908,0.191926,0.571401,0.180555,0.649907,0.167199,0.718757,0.172702,0.406095,0.158951,0.470075,0.19347,0.403424,0.214495,0.352405,0.148064,0.342779,0,0,0.154828,0.372162,0.190765,0.330392,0.312222,1
222,'2025/11/15 19:22:03:863',1,0.235339,0.172961,0.284289,0.230581,0.292647,0.246793,0.356702,0.198794,0.388197,0.258257,0.458038,0.272969,0.569145,0.279491,0.636571,0.280516,0.696719,0.20999,0.450553,0.192045,0.57237,0.180982,0.650962,0.168796,0.718745,0.172869,0.409654,0.161687,0.471588,0.195494,0.405133,0.216166,0.353454,0.148053,0.347739,0,0,0.157281,0.373125,0.192567,0.331342,0.312433,1
223,'2025/11/15 19:22:09:389',2,0.275041,0.253769,0.337687,0.309079,0.382416,0.421147,0.470123,0.44481,0.532251,0.30877,0.507729,0.349018,0.579214,0.384102,0.564311,0.403912,0.532646,0.278411,0.531551,0.286522,0.643155,0.304438,0.718044,0.317126,0.783274,0.250275,0.528887,0.234563,0.642434,0.233293,0.723751,0.234211,0.792923,0.227039,0.503754,0,0,0.197503,0.592044,0.182438,0.657519,0.401396,2
224,'2025/11/15 19:22:09:397',2,0.274653,0.25404,0.337593,0.309394,0.38213,0.420976,0.470122,0.443751,0.533686,0.308167,0.507384,0.347872,0.580079,0.383217,0.565687,0.403952,0.533405,0.277524,0.531223,0.285494,0.642355,0.303862,0.717013,0.31753,0.782388,0.249429,0.528249,0.233624,0.64195,0.231862,0.722998,0.2327,0.792127,0.226237,0.503403,0,0,0.197667,0.591556,0.182223,0.656973,0.400449,2
225,'2025/11/15 19:22:09:443',2,0.274298,0.250406,0.337789,0.305752,0.381099,0.418764,0.467811,0.44299,0.530134,0.306237,0.506183,0.34294,0.577542,0.378754,0.567826,0.402116,0.538448,0.276299,0.530074,0.284398,0.640472,0.301469,0.71532,0.314205,0.781973,0.248302,0.528117,0.23285,0.640793,0.230315,0.721188,0.23056,0.790244,0.224245,0.503953,0,0,0.19563,0.592213,0.180863,0.657387,0.397558,2
226,'2025/11/15 19:22:09:490',2,0.272628,0.248952,0.3352,0.304993,0.378171,0.415714,0.466141,0.439467,0.527819,0.303384,0.505849,0.341606,0.578181,0.377757,0.56649,0.40067,0.535851,0.273055,0.529205,0.280277,0.6408,0.297449,0.715215,0.310462,0.781149,0.244938,0.526393,0.22882,0.639673,0.226615,0.720389,0.227078,0.789249,0.221357,0.501514,0,0,0.193248,0.589292,0.178406,0.654425,0.396629,2
227,'2025/11/15 19:22:09:498',2,0.271669,0.250533,0.333375,0.306125,0.376512,0.414157,0.467006,0.43734,0.528748,0.302112,0.507302,0.339764,0.578794,0.376457,0.565439,0.399308,0.534239,0.271195,0.530462,0.276844,0.642396,0.294169,0.716751,0.307035,0.782824,0.242313,0.526491,0.22484,0.639666,0.222996,0.720156,0.223572,0.789259,0.218109,0.500401,0,0,0.190051,0.588932,0.174947,0.65387,0.397701,2
228,'2025/11/15 19:22:09:541',2,0.268612,0.255169,0.330121,0.308074,0.374906,0.412964,0.467688,0.437245,0.530224,0.300625,0.509262,0.339832,0.58076,0.375583,0.566319,0.397556,0.53395,0.269467,0.533105,0.275221,0.643971,0.293436,0.718535,0.307877,0.783861,0.240602,0.529394,0.223559,0.641578,0.221601,0.721832,0.222758,0.791534,0.216981,0.503814,0,0,0.188783,0.590634,0.173621,0.654381,0.399033,2
